Kundennummer;Filialnummer;Filialname;Strasse;PLZ                      ;ORT
21928;108;Deutsche Woolworth            ;Rathausstr. 25                ;66333;VÖLKLINGEN

21928;140;Deutsche Woolworth            ;Loisenstraße 14-16            ;61348;BAD HOMBURG

21928;141;Deutsche Woolworth            ;Friederich-Ebert-Platz 27     ;51373;LEVERKUSEN

21928;145;Deutsche Woolworth            ;Kanzleistr. 2-4               ;78462;KONSTANZ

21928;146;Deutsche Woolworth            ;Johannistahler Chaussee 317   ;12351;BERLIN

21928;150;Deutsche Woolworth            ;Bahnhofstr. 4                 ;34497;KORBACH

21928;194;Deutsche Woolworth            ;Dillinger Str. 5-7            ;89312;GÜNZBURG

21928;195;Deutsche Woolworth            ;Lippestr. 3                   ;46282;DORSTEN

21928;200;Deutsche Woolworth            ;Herzogstrasse 25-27           ;47533;KLEVE

21928;203;Deutsche Woolworth            ;Stad 46-54                    ;37269;ESCHWEGE

21928;205;Deutsche Woolworth            ;Karl- Keller- Ring 34         ;35576;WETZLAR

21928;235;Deutsche Woolworth            ;Steinergasse 9                ;94315;STRAUBING

21928;988;Auf Kd Nr. 22684              ;                              ;            ;

21932;1;Markant Handels und           ;Mittelrheinstraße 23          ;67550;WORMS

21932;2;Markant Handels und           ;Itterpark 2                   ;40724;HILDEN

21962;600;                              ;                              ;            ;

21962;604;Wandmarker PC                 ;Hauptstraße 5                 ;25782;TELLINGSTEDT

21962;614;Wandmaker                     ;Kieler Straße 82              ;24534;NEUMÜNSTER 3

21962;615;Wandmarker                    ;Tondernsche Straße 8          ;25821;BREDSTEDT

21962;616;Wandmarker                    ;Koogchaussee 30               ;25774;LUNDEN

21962;617;Wandmarker                    ;Am Markt 6                    ;25560;SCHENEFELD

21962;618;Wandmarker                    ;Süderstraße 10-12             ;25709;MARNE 2

21962;619;Wandmarker                    ;Kreishafenstraße 2            ;24768;RENDSBURG 3

21962;620;Wandmarker                    ;Adolf-Brütt-Straße 62         ;25813;HUSUM 2

21962;621;Wandmarker                    ;Hauptstraße 5a                ;25782;TELLINGSTEDT

21962;622;Wandmarker                    ;Markt 42/44                   ;25746;HEIDE

21962;623;Wandmarker                    ;Fockbeker Chaussee            ;24768;RENDSBURG 1

21962;624;Wandmarker                    ;Marienhofweg 33               ;25813;HUSUM 1

21962;625;Wandmarker                    ;Süderstraße 3                 ;25709;MARNE 1

21962;626;WANDMAKER                     ;Helder Straße 33              ;25704;MELDORF

21962;627;Wandmarker                    ;Rudolf-Diesel-Straße 1        ;25524;ITZEHOE

21962;628;Wandmarker                    ;Dithmarscher Straße 1         ;25832;TÖNNING

21962;629;Wandmarker                    ;Bahnhofstraße 4               ;25557;HANERAU-HADEMARSCHEN

21962;630;Wandmaker                     ;Bornhöveder Landstraße 2      ;24601;WANKENDORF

21962;631;Wandmarker                    ;Tellingstedter Straße 2       ;25779;HENNSTEDT

21962;632;Wandmarker                    ;Emil-von-Behringstraße 14     ;25541;BRUNSBÜTTEL

21962;633;Wandmarker                    ;Norderstraße 11a              ;25767;ALBERSDORF

21962;634;Wandmarker                    ;Am Busbahnhof 7               ;24784;WESTERRÖNFELD

21962;635;Wandmarker                    ;Industrieweg 13-15            ;25980;WESTERLAND

21962;638;Wandmarker                    ;Neue Burger Straße 21         ;25554;WILSTER

21962;639;Wandmarker                    ;Johannsenstraße 17            ;25693;ST. MICHAELISDONN

21962;640;Wandmarker                    ;siehe Lieferadresse 646       ;            ;

21962;641;Wandmarker                    ;Wasbeker Straße 53            ;24534;NEUMÜNSTER 2

21962;642;Wandmarker                    ;Kiarwai 2                     ;25980;TINNUM/SYLT

21962;643;Wandmarker                    ;Witzworter Straße             ;25840;FRIEDRICHSTADT

21962;644;Wandmarker                    ;Grüner Weg 9-11               ;24539;NEUMÜNSTER 1

21962;645;Wandmarker                    ;Kakabellenweg 11-13           ;24340;ECKERNFÖRDE 1

21962;646;Wandmarker                    ;Breite Str. 18a               ;25551;HOHENLOCKSTEDT

21962;647;Wandmarker (siehe 22031)      ;Itzehoer Straße 36            ;24594;HOHENWESTEDT

21962;648;Holgers Sport Shop            ;Emil von Beringstraße 4       ;25541;BRUNSBÜTTEL

21962;649;Wandmarker                    ;Heider Straße 24              ;25761;BÜSUM

21962;650;Wandmarker                    ;Bahnhofstraße 114             ;25712;BURG

21962;652;Wandmarker                    ;Theodor-Storm-Allee 8         ;24848;KROPP

21962;653;Wandmarker                    ;Sauersgang 1                  ;24340;ECKERNFÖRDE 1

21962;654;Wandmarker                    ;Neuenbrookerstraße 37         ;25361;KREMPE

21962;655;Wandmarker                    ;Overndorfer Straße 42         ;25548;KELLINGHUSEN

21962;656;Wandmarker                    ;Koogstraße 67                 ;25718;FRIEDRICHSKOOG

21962;657;Wandmarker                    ;Schülper Chaussee 1           ;25764;WESSELBUREN

21962;658;Wandmarker PC                 ;Mühlenstraße 12               ;24582;BORDESHOLM

21962;659;Wandmarker PC                 ;Stellwerk 1                   ;25899;NIEBÜLL

21962;672;Wandmarker PC                 ;Sietwender Straße 46          ;21706;DROCHTERSEN

21962;673;Wandmarker PC                 ;Bahnhofstraße 9               ;27637;NORDHOLZ

21962;674;Wandmarker PC                 ;Marktstr. 31                  ;21709;HIMMELPFORTEN

22031;1;Sky 134                       ;An der Rentereiche            ;17153;STAVENHAGEN

22031;2;Sky 140                       ;Triebseestrasse               ;18507;GRIMMEN

22031;3;Sky 303                       ;Rostocker Chaussee            ;18273;GÜSTROW

22031;4;Sky 307                       ;Straußstr. 12                 ;17034;NEUBRANDENBURG

22031;5;SKY                           ;Itzehoer Straße 36            ;24594;HOHENWESTEDT

22031;628;Sky 628                       ;Dithmarscher Straße 1         ;25832;TÖNNING

22038;1;HIT 001 Bonn-Tannenbusch      ;Oppelner Str. 128             ;53119;BONN-TANNENBUSCH

22038;2;HIT 002 Kerpen-Sindorf        ;Kerpener Str. 157/163         ;50170;KERPEN

22038;3;HIT 003 St.Augustin           ;Alte Heerstraße 53            ;53757;ST. AUGUSTIN

22038;4;HIT 004 Bon-Bad Godesberg     ;Drachenburgstr.14             ;53179;BONN

22038;5;HIT 005 Meckenheim            ;Neuer Markt 1                 ;53340;MECKENHEIM

22038;6;HIT 006 MG-Müldorf            ;Steinstr. 70                  ;41199;MÖNCHENGLADBACH

22038;7;HIT 007 Münster               ;Geringhoffstr. 44             ;48163;MÜNSTER

22038;8;HIT 008 Aachen                ;Schurzelter Str. 565-569      ;52074;AACHEN

22038;9;HIT 009 Hildesheim            ;Rex-Brauns-Str. 5-7           ;31139;HILDESHEIM

22038;10;HIT 010 Brühl                 ;Lessingstr.1-3                ;50321;BRÜHL

22038;11;HIT 011 Troisdorf-Sieglar     ;Spicher Str. 101              ;53844;TROISDORF-SIEGLAR

22038;12;HIT 012 Troisdorf             ;Kölner Straße 79              ;53840;TROISDORF

22038;13;HIT 013 Lohmar                ;Auelsweg 26                   ;53797;LOHMAR

22038;14;HIT 014 Siegburg              ;Industriestr. 29              ;53721;SIEGBURG

22038;15;HIT 015 Gummersbach           ;Kölner Str. 223               ;51645;GUMMERSBACH

22038;16;HIT 016 Karlsruhe             ;Eichelbergstr. 34             ;76189;KARLSRUHE

22038;18;HIT 018 Niederkassel-Rheidt   ;Marktstr. 109                 ;53859;NIEDERKASSEL

22038;19;HIT 019 Bad Honnef            ;Berck- sur- Mer- Str. 1       ;53604;BAD HONNEF

22038;20;HIT 020 Lippstadt             ;Planckstr. 1                  ;59557;LIPPSTADT

22038;21;HIT 020 Mühlacker             ;Kanalstraße 46                ;75417;MÜHLACKER

22038;24;Hit 024 BAD DÜRKHEIM          ;Bruchstr. 7                   ;67098;BAD DÜRKHEIM

22038;25;Hit 025 Frechen               ;Dürener Str. 52               ;50226;FRECHEN

22038;26;HIT 026 Overath-Untereschbach ;Olper Str. 20                 ;51491;OVERATH

22038;27;HIT 027 Bad Neuenahr-Ahrweiler;Wilhelmstr. 50-52             ;53474;BAD NEUENAHR-AHRW.

22038;28;HIT 028 Garbsen               ;Planetenring 25               ;30823;GARBSEN

22038;29;HIT 029 Köln-Porz             ;Marienburger Str. 1           ;51145;KÖLN

22038;30;HIT 030 Hachenburg            ;Adolf Münch Weg 1             ;57627;HACHENBURG

22038;32;HIT 032 Köln-Braunsfeld       ;Scheidtweilerstr. 83-87       ;50933;KÖLN

22038;35;HIT 035 Rheda-Wiedenbrück     ;Feldhüser Weg 1               ;33378;RHEDA-WIEDENBRÜCK

22038;36;HIT 036 Prüm                  ;Kalvarienbergstr. 34-41       ;54595;PRÜM

22038;37;HIT 037 Dillenburg            ;Rolfesstr. 3                  ;35683;DILLENBURG

22038;39;HIT 039 Barsinghausen         ;Werner-v.-Siemens-Str. 6      ;30890;BARSINGHAUSEN

22038;42;HIT 042 Hann. Münden          ;Auefeld 9                     ;34346;HANN. MÜNDEN

22038;43;HIT 043 Olsberg               ;Fruges Str. 1                 ;59939;OLSBERG

22038;44;HIT 044 Schmallenberg         ;Weststr. 2                    ;57392;SCHMALLENBERG

22038;46;HIT 046 Warendorf             ;Splieter Str. 23              ;48231;WARENDORF

22038;48;HIT 048 Engelskirchen         ;Im Grengel                    ;51766;ENGELSKIRCHEN

22038;57;HIT 057 Schwerin              ;Am Fasanenhof 7               ;19061;SCHWERIN

22038;59;HIT 059 Wegberg               ;Bahnhofstr. 122-126           ;41844;WEGBERG

22038;64;HIT 064 Schmallenberg         ;Poststraße 6                  ;57392;SCHMALLENBERG

22038;65;HIT 065 Leverkusen-Schlebuch  ;Gezelinallee 17-19            ;51375;LEVERKUSEN

22038;66;HIT 066 Bad Salzuflen         ;Schloßstr.36 a                ;32108;BAD SALZUFLEN

22038;67;HIT 067 Lüdenscheid           ;Glatzer Str.1                 ;58511;LÜDENSCHEID

22038;68;HIT 068 AICHACH               ;Franz-Beck-Str. 3             ;86551;AICHACH

22038;70;HIT 070 Büdingen              ;An der Saline 18              ;63654;BÜDINGEN

22038;71;HIT 071 Idstein               ;Wiesbadener Str. 58           ;65510;IDSTEIN

22038;72;HIT 072 Frankfurt             ;Möerfelder Landstr. 129       ;60598;FRANKFURT

22038;73;HIT 073 Obertshausen          ;Königsberger Str. 2           ;63179;OBERTSHAUSEN

22038;74;HIT 074 Offenbach             ;Sprindlinger Landstraße 140   ;63179;OFFENBACH

22038;75;HIT 075 Wiesbaden             ;Hasengartenstr. 25            ;65189;WIESBADEN

22038;76;HIT 076 Eisenberg             ;Konrad-Adenauer-Str. 1        ;67304;EISENBERG

22038;77;HIT 077 Kirchheimbolanden     ;Hitzfeldstr. 1                ;67292;KIRCHHEIMBOLANDEN

22038;78;HIT 078 Ludwigshafen          ;Von-Kieffer-Str. 14           ;67065;LUDWIGSHAFEN

22038;79;HIT 079 Mainz-Kostheim        ;Hochheimer Str. 35            ;55246;MAINZ-KOSTHEIM

22038;80;HIT 080 München-Laim          ;Elsenheimer Str. 57           ;80687;MÜNCHEN-LAIM

22038;81;HIT 081 München-Aubing        ;Stockacher Str. 5             ;81243;MÜNCHEN

22038;82;HIT 082 München-Fasangarten   ;Cibcinnatistr. 65             ;81549;MÜNCHEN

22038;83;HIT 083 München               ;Thomas-Dehler Str.10          ;81737;MÜNCHEN

22038;84;HIT 084 München-Moosach       ;Am Neubruch 7                 ;80997;MÜNCHEN

22038;85;HIT 085 München-Pasing        ;Rathausgasse 8                ;81241;MÜNCHEN

22038;86;HIT 086 München-Haidhausen    ;Rosenheimer Str. 30/32        ;81669;MÜNCHEN

22038;87;HIT 087 Oberschleißheim       ;Mittenheimer Str. 52          ;85764;OBERSCHLEIßHEIM

22038;88;HIT 088 Mönchengladlach-Rheydt;Dahlener Str. 171             ;41239;MÖNCHENGLADBACH

22038;89;HIT 089 Mönchengladbach       ;Rudolfstr. 43                 ;41068;MÖNCHENGLADBACH

22038;90;HIT 090 Schwalmtal-Amern      ;Siemensstr. 1                 ;41366;SCHWALMTAL

22038;91;HIT 091 Euskirchen            ;Roitzheimer Str. 117          ;53879;EUSKIRCHEN

22038;92;HIT 092 Rheinbach             ;Meckenheimer Str. 8           ;53359;RHEINBACH

22038;93;HIT 093 Dormagen              ;Lübecker Str. 1               ;41540;DORMAGEN

22038;94;HIT 094 Gerolstein            ;Sarresdorfer Str. 87          ;54568;GEROLSTEIN

22038;95;HIT 095 Daun                  ;Bahnhofstr. 3                 ;54550;DAUN

22038;96;HIT 096 Mayen                 ;Hausener Str. 2-6             ;56727;MAYEN

22038;98;HIT 098 Ulmen                 ;Ritter-Heinrich-Straße        ;56766;ULMEN

22038;100;HIT 100 Leipzig               ;Straße des 18. Oktobers 44    ;4103;LEIPZIG

22038;101;HIT 101 Bergheim              ;Am Jobberath 2                ;50126;BERGHEIM

22038;103;HIT 103 Neuss                 ;Römerstr. 120                 ;41462;NEUSS

22038;104;HIT 104 Hamm Heesen           ;Ahlener Str. 132              ;59073;HAMM HEESEN

22038;105;HIT 105 EuskirchenII          ;Georgstraße                   ;53879;EUSKIRCHEN

22038;106;HIT 106 Bad Berleburg         ;Bahnhofstr. 8                 ;57319;BAD BERLEBURG

22038;107;HIT 107 Soest                 ;Am Bahnhof 2                  ;59494;SOEST

22038;110;HIT 110 Meschede              ;Jahnstr. 58                   ;59872;MESCHEDE

22038;111;HIT 111 Meinerzhagen          ;Volmestr. 58                  ;58540;MEINERZHAGEN

22038;112;HIT 112 Hennef                ;Adenauerplatz 2               ;53773;HENNEF

22038;113;HIT 113 Brilon                ;Hasselborn 44                 ;59929;BRILON

22038;114;HIT 114 Lennestadt            ;Gartenstraße 8                ;57368;LENNESTADT

22038;115;HIT 115 Wenden                ;Peter-Dassis-Ring 2           ;57482;WENDEN

22038;116;HIT 116 Freudenberg           ;Krottorfer Straße 2           ;57258;FREUDENBERG

22038;117;HIT 117 Eschweiler            ;Dürener Straße 200            ;52249;ESCHWEILER

22038;120;HIT 120 Erding                ;Rudolf-Diesel-Str. 4          ;85435;ERDING

22137;1;CPM Germany GmbH & Co.KG      ;Siemensstr. 21                ;61352;BAD HOMBURG

22146;1;                              ;                              ;            ;

22146;52;Famila Warenhaus              ;Schottweg 94                  ;24944;FLENSBURG

22146;53;Famila Warenhaus              ;Rissener Straße 105           ;22880;WEDEL

22148;1;Andrieus Refill Center        ;Nickepütz 26                  ;52349;DÜREN

22198;1;REAL Isernhagen-Altwarmbüchen ;Opelstraße 3 - 5              ;30916;ISERNHAGEN-ALTWARMBÜ

22198;2;REAL Augsburg-Ost 2           ;Reichenbergerstr. 59          ;86161;Augsburg-Ost 2

22198;3;REAL Raisdorf 8654.8          ;Mergenthaler Str. 13 - 21     ;24223;Raisdorf

22198;4;REAL Berlin - Hohenschönhausen;Hansastraße 246               ;13051;BERLIN-HOHENSCHÖNHAU

22198;5;REAL Flensburg 8274.8         ;Schleswiger Str. 130          ;24941;Flensburg

22198;80010;REAL Mutterstadt 8001.0       ;Fohlenweide 21                ;67112;Mutterstadt

22198;80027;REAL Edingen-Neckarshausen    ;Rosenstraße 70                ;68535;Edingen-Neckarshause

22198;80034;REAL Saarbrücken-Dudweiler    ;Fischbachstr.121              ;66125;SAARBRÜCKEN-DUDWEILE

22198;80065;REAL Mannheim-Sandhofen 1     ;Amselstraße 10                ;68307;Mannheim-Sandhofen 1

22198;80072;REAL Sinzheim 8007.2          ;An der B 3                    ;76547;Sinzheim

22198;80119;REAL Kirchentellinsfurt       ;Wannweiler Straße 10          ;72138;Kirchentellinsfurt

22198;80218;REAL Böblingen 1 8021.8       ;Röhrer Weg 15+18              ;71032;BÖBLINGEN 1

22198;80225;REAL Tübingen 8022.5          ;Alte Landstraße 45            ;72072;TÜBINGEN

22198;80232;REAL Balingen 1 8023.2        ;Lange Straße 24+37            ;72336;Balingen 1

22198;80256;REAL Horb (am Neckar)         ;Hahnerstraße 1                ;72160;Horb (am Neckar)

22198;80263;REAL Kirchheim (am Neckar)    ;Max-Eyth-Straße 6             ;74366;Kirchheim am Neckar

22198;80270;REAL Böblingen-Hulb 2         ;Otto-Lilienthal-Straße 24     ;71034;BÖBLINGEN-HULB 2

22198;80294;REAL Waiblingen 8029.4        ;Ruhrstraße 5                  ;71332;Waiblingen

22198;80331;REAL Gerlingen 8033.1         ;Weilimdorfer Straße 91        ;70839;Gerlingen
